file,track_index,track_name,channel,instrument,all_program_changes,notes_count,lowest_note,highest_note,duration_ticks,tempos,signatures,keys,format,resolution,total_tracks,total_duration_ticks
"H204.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",105,55,67,25286,"180|180|180|180|180","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,25286
"H204.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",105,48,65,25286,"180|180|180|180|180","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,25286
"H204.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",105,41,61,25286,"180|180|180|180|180","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,25286
"H210.mid",0,"",-1,,"",0,,,0,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,8793
"H210.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",59,60,77,8793,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,8793
"H210.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",59,59,69,8793,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,8793
"H210.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",59,52,62,8793,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,8793
"H210.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",60,41,57,8793,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,8793
"H576.mid",0,"",-1,,"",0,,,4032,"100|100|100|100|100","6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4","",1,96,5,4896
"H576.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",60,64,76,4704,"100|100|100|100|100","6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4","",1,96,5,4896
"H576.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",57,63,69,4704,"100|100|100|100|100","6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4","",1,96,5,4896
"H576.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",53,56,64,4896,"100|100|100|100|100","6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4","",1,96,5,4896
"H576.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",52,45,57,4896,"100|100|100|100|100","6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4|6/4|5/4","",1,96,5,4896
"H228.mid",0,"",-1,,"",0,,,0,"140|140|140|140|140","6/4|6/4|6/4|6/4|6/4","",1,96,5,9158
"H228.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",55,60,75,9158,"140|140|140|140|140","6/4|6/4|6/4|6/4|6/4","",1,96,5,9158
"H228.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",53,56,68,9158,"140|140|140|140|140","6/4|6/4|6/4|6/4|6/4","",1,96,5,9158
"H228.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",51,51,63,9158,"140|140|140|140|140","6/4|6/4|6/4|6/4|6/4","",1,96,5,9158
"H228.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",50,44,58,9158,"140|140|140|140|140","6/4|6/4|6/4|6/4|6/4","",1,96,5,9158
"H572.mid",0,"",-1,,"",0,,,2880,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,3264
"H572.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",54,63,73,3264,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,3264
"H572.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",54,60,67,3264,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,3264
"H572.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",54,51,61,3264,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,3264
"H572.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",54,44,56,3264,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,3264
"H214.mid",0,"",-1,,"",0,,,0,"115|115|115|115|115","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H214.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",66,60,76,9177,"115|115|115|115|115","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H214.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",66,59,69,9177,"115|115|115|115|115","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H214.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",68,48,62,9177,"115|115|115|115|115","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H214.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",70,43,60,9177,"115|115|115|115|115","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H200.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","6/4|6/4|6/4|6/4|6/4","",1,96,5,9186
"H200.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",66,60,74,9186,"120|120|120|120|120","6/4|6/4|6/4|6/4|6/4","",1,96,5,9186
"H200.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",70,58,67,9186,"120|120|120|120|120","6/4|6/4|6/4|6/4|6/4","",1,96,5,9186
"H200.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",72,53,62,9186,"120|120|120|120|120","6/4|6/4|6/4|6/4|6/4","",1,96,5,9186
"H200.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",64,41,55,9186,"120|120|120|120|120","6/4|6/4|6/4|6/4|6/4","",1,96,5,9186
"H566.mid",0,"",-1,,"",0,,,0,"116|116|116|116|116","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H566.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",56,62,74,6144,"116|116|116|116|116","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H566.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",56,61,67,6144,"116|116|116|116|116","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H566.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",56,52,62,6144,"116|116|116|116|116","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H566.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",56,45,62,6144,"116|116|116|116|116","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H599.mid",0,"",-1,,"",0,,,7680,"100","3/2|4/2|3/2","",1,240,5,23520
"H599.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",62,63,75,23520,"100","3/2|4/2|3/2","",1,240,5,23520
"H599.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",65,60,70,23520,"100","3/2|4/2|3/2","",1,240,5,23520
"H599.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",65,53,65,23520,"100","3/2|4/2|3/2","",1,240,5,23520
"H599.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",64,44,56,23520,"100","3/2|4/2|3/2","",1,240,5,23520
"H638.mid",0,"",-1,,"",0,,,0,"69","4/4","",1,240,5,15360
"H638.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",62,62,77,15360,"69","4/4","",1,240,5,15360
"H638.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",63,61,70,15360,"69","4/4","",1,240,5,15360
"H638.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",67,45,57,15360,"69","4/4","",1,240,5,15360
"H638.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",63,45,57,15360,"69","4/4","",1,240,5,15360
"H162.mid",0,"",-1,,"",0,,,96,"93|93|93|93|93","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H162.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",53,62,77,6201,"93|93|93|93|93","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H162.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",50,59,69,6201,"93|93|93|93|93","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H162.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",52,55,64,6201,"93|93|93|93|93","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H162.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,43,55,6201,"93|93|93|93|93","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H604.mid",0,"",-1,,"",0,,,0,"140","6/4","",1,240,5,34560
"H604.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",61,74,86,34560,"140","6/4","",1,240,5,34560
"H604.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",124,62,80,34560,"140","6/4","",1,240,5,34560
"H604.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",115,51,68,34560,"140","6/4","",1,240,5,34560
"H604.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",54,32,58,34560,"140","6/4","",1,240,5,34560
"H610.mid",0,"",-1,,"",0,,,0,"67|67|67|67|67","3/4|3/4|3/4|3/4|3/4","",1,96,5,4896
"H610.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",66,60,76,4896,"67|67|67|67|67","3/4|3/4|3/4|3/4|3/4","",1,96,5,4896
"H610.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,55,70,4896,"67|67|67|67|67","3/4|3/4|3/4|3/4|3/4","",1,96,5,4896
"H610.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",55,46,65,4896,"67|67|67|67|67","3/4|3/4|3/4|3/4|3/4","",1,96,5,4896
"H610.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",50,41,55,4896,"67|67|67|67|67","3/4|3/4|3/4|3/4|3/4","",1,96,5,4896
"H176.mid",0,"",-1,,"",0,,,0,"130|130|130|130|130","6/4|6/4|6/4|6/4|6/4","",1,96,5,9187
"H176.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",58,62,76,9187,"130|130|130|130|130","6/4|6/4|6/4|6/4|6/4","",1,96,5,9187
"H176.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",58,59,71,9187,"130|130|130|130|130","6/4|6/4|6/4|6/4|6/4","",1,96,5,9187
"H176.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",57,55,62,9187,"130|130|130|130|130","6/4|6/4|6/4|6/4|6/4","",1,96,5,9187
"H176.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",58,43,60,9187,"130|130|130|130|130","6/4|6/4|6/4|6/4|6/4","",1,96,5,9187
"H189.mid",0,"",-1,,"",0,,,2784,"109|109|109|109|109","1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,3427
"H189.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",28,60,72,3427,"109|109|109|109|109","1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,3427
"H189.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",28,57,65,3427,"109|109|109|109|109","1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,3427
"H189.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",28,53,62,3427,"109|109|109|109|109","1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,3427
"H189.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",28,41,58,3427,"109|109|109|109|109","1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,3427
"H48.mid",0,"",-1,,"",0,,,7392,"107|107|107|107|107","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,7737
"H48.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,62,75,7737,"107|107|107|107|107","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,7737
"H48.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,58,72,7737,"107|107|107|107|107","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,7737
"H48.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",69,53,63,7737,"107|107|107|107|107","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,7737
"H48.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",67,43,58,7737,"107|107|107|107|107","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,7737
"H60.mid",0,"",-1,,"",0,,,4704,"107|107|107|107|107","1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4","",1,96,5,9283
"H60.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",66,62,76,9283,"107|107|107|107|107","1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4","",1,96,5,9283
"H60.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",66,59,67,9283,"107|107|107|107|107","1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4","",1,96,5,9283
"H60.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",66,43,62,9283,"107|107|107|107|107","1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4","",1,96,5,9283
"H60.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",66,43,57,9283,"107|107|107|107|107","1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4|1/4|3/4|2/4|1/4|3/4","",1,96,5,9283
"H74.mid",0,"",-1,,"",0,,,0,"96|96|96|96|96","4/4|4/4|4/4|4/4|4/4","",1,96,5,5721
"H74.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",41,64,77,5721,"96|96|96|96|96","4/4|4/4|4/4|4/4|4/4","",1,96,5,5721
"H74.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",37,60,69,5721,"96|96|96|96|96","4/4|4/4|4/4|4/4|4/4","",1,96,5,5721
"H74.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",37,55,62,5721,"96|96|96|96|96","4/4|4/4|4/4|4/4|4/4","",1,96,5,5721
"H74.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",37,45,58,5721,"96|96|96|96|96","4/4|4/4|4/4|4/4|4/4","",1,96,5,5721
"H348.mid",0,"",-1,,"",0,,,11904,"200|200|200|200|200","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,11904
"H348.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",53,64,73,11904,"200|200|200|200|200","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,11904
"H348.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",53,59,69,11904,"200|200|200|200|200","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,11904
"H348.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",53,56,64,11904,"200|200|200|200|200","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,11904
"H348.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",56,42,59,11904,"200|200|200|200|200","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,11904
"H406.mid",0,"",-1,,"",0,,,6048,"100|100|100|100|100","9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4","",1,96,5,7161
"H406.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",76,61,77,7161,"100|100|100|100|100","9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4","",1,96,5,7161
"H406.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",75,60,68,7161,"100|100|100|100|100","9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4","",1,96,5,7161
"H406.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",76,53,65,7161,"100|100|100|100|100","9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4","",1,96,5,7161
"H406.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",75,49,58,7161,"100|100|100|100|100","9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4|9/4|6/4|3/4|9/4|12/4","",1,96,5,7161
"H360.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H360.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",63,62,76,6796,"120|120|120|120|120","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H360.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",63,59,71,6796,"120|120|120|120|120","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H360.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",64,50,64,6796,"120|120|120|120|120","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H360.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",65,43,57,6796,"120|120|120|120|120","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H374.mid",0,"",-1,,"",0,,,10752,"130|130|130|130|130","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,11097
"H374.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",66,60,75,11097,"130|130|130|130|130","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,11097
"H374.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",63,57,70,11097,"130|130|130|130|130","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,11097
"H374.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",63,53,61,11097,"130|130|130|130|130","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,11097
"H374.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",60,41,58,11097,"130|130|130|130|130","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,11097
"H412.mid",0,"",-1,,"",0,,,5856,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H412.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",61,62,77,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H412.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",55,58,70,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H412.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",59,53,63,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H412.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",50,45,58,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H375.mid",0,"",-1,,"",0,,,7920,"75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45","6/4|6/4|6/4|6/4|6/4","",1,96,5,8035
"H375.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",101,60,76,8035,"75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45","6/4|6/4|6/4|6/4|6/4","",1,96,5,8035
"H375.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",100,59,69,8035,"75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45","6/4|6/4|6/4|6/4|6/4","",1,96,5,8035
"H375.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",104,52,62,8035,"75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45","6/4|6/4|6/4|6/4|6/4","",1,96,5,8035
"H375.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",100,43,55,8035,"75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45|75|64|55|45","6/4|6/4|6/4|6/4|6/4","",1,96,5,8035
"H413.mid",0,"",-1,,"",0,,,4320,"103|103|103|103|103","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,4665
"H413.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",54,63,75,4665,"103|103|103|103|103","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,4665
"H413.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",52,62,68,4665,"103|103|103|103|103","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,4665
"H413.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",52,53,65,4665,"103|103|103|103|103","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,4665
"H413.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,44,56,4665,"103|103|103|103|103","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,4665
"H407.mid",0,"",-1,,"",0,,,4416,"100|100|100|100|100","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,4761
"H407.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",57,62,76,4761,"100|100|100|100|100","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,4761
"H407.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",56,59,67,4761,"100|100|100|100|100","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,4761
"H407.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",57,53,64,4761,"100|100|100|100|100","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,4761
"H407.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",56,43,57,4761,"100|100|100|100|100","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,4761
"H361.mid",0,"",-1,,"",0,,,5952,"100|100|100|100|100","2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4","",1,96,5,6296
"H361.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",71,60,77,6296,"100|100|100|100|100","2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4|2/4|4/4|5/4","",1,96,5,6296
