file,track_index,track_name,channel,instrument,all_program_changes,notes_count,lowest_note,highest_note,duration_ticks,tempos,signatures,keys,format,resolution,total_tracks,total_duration_ticks
"H85.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,41,58,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H144.mid",0,"",-1,,"",0,,,11136,"140|140|140|140|140","1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4","",1,96,5,14572
"H144.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",69,62,76,14572,"140|140|140|140|140","1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4","",1,96,5,14572
"H144.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",69,59,69,14572,"140|140|140|140|140","1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4","",1,96,5,14572
"H144.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",69,52,62,14572,"140|140|140|140|140","1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4","",1,96,5,14572
"H144.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",70,43,57,14572,"140|140|140|140|140","1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|1/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4","",1,96,5,14572
"H622.mid",0,"",-1,,"",0,,,38400,"89","3/4|4/4|3/4|4/4|3/4","",1,240,5,52800
"H622.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",183,65,79,52800,"89","3/4|4/4|3/4|4/4|3/4","",1,240,5,52800
"H622.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",188,60,70,52800,"89","3/4|4/4|3/4|4/4|3/4","",1,240,5,52800
"H622.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",189,53,65,52800,"89","3/4|4/4|3/4|4/4|3/4","",1,240,5,52800
"H622.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",189,45,58,52800,"89","3/4|4/4|3/4|4/4|3/4","",1,240,5,52800
"H636.mid",0,"",-1,,"",0,,,15360,"89","3/4|4/4|3/4|4/4","",1,240,5,30720
"H636.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",131,60,79,30720,"89","3/4|4/4|3/4|4/4","",1,240,5,30720
"H636.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",128,59,72,30720,"89","3/4|4/4|3/4|4/4","",1,240,5,30720
"H636.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",122,53,65,30720,"89","3/4|4/4|3/4|4/4","",1,240,5,30720
"H636.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",119,41,60,30720,"89","3/4|4/4|3/4|4/4","",1,240,5,30720
"H150.mid",0,"",-1,,"",0,,,96,"89|89|89|89|89","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4674
"H150.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",50,63,77,4674,"89|89|89|89|89","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4674
"H150.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",51,60,68,4674,"89|89|89|89|89","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4674
"H150.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",51,54,63,4674,"89|89|89|89|89","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4674
"H150.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,44,58,4674,"89|89|89|89|89","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4674
"H91.mid",0,"",-1,,"",0,,,6240,"93|93|93|93|93","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,6844
"H91.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",60,62,79,6844,"93|93|93|93|93","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,6844
"H91.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",60,58,70,6844,"93|93|93|93|93","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,6844
"H91.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",60,50,63,6844,"93|93|93|93|93","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,6844
"H91.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",60,39,60,6844,"93|93|93|93|93","1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4|1/4|4/4|7/4","",1,96,5,6844
"H597.mid",0,"",-1,,"",0,,,0,"89","3/4","",1,240,5,12240
"H597.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",60,57,76,12240,"89","3/4","",1,240,5,12240
"H597.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",64,57,73,12240,"89","3/4","",1,240,5,12240
"H597.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",54,52,64,12240,"89","3/4","",1,240,5,12240
"H597.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",54,45,59,12240,"89","3/4","",1,240,5,12240
"H583.mid",0,"",-1,,"",0,,,2688,"100|100|100|100|100","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,3264
"H583.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",22,62,74,3264,"100|100|100|100|100","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,3264
"H583.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",22,61,66,3264,"100|100|100|100|100","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,3264
"H583.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",22,52,62,3264,"100|100|100|100|100","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,3264
"H583.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",23,43,57,3264,"100|100|100|100|100","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,3264
"H568.mid",0,"",-1,,"",0,,,1728,"75|75|75|75|75","6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4","",1,96,5,2496
"H568.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",40,62,72,2496,"75|75|75|75|75","6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4","",1,96,5,2496
"H568.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",40,59,66,2496,"75|75|75|75|75","6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4","",1,96,5,2496
"H568.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",40,54,57,2496,"75|75|75|75|75","6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4","",1,96,5,2496
"H568.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",40,43,55,2496,"75|75|75|75|75","6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4|6/4|8/4","",1,96,5,2496
"H554.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H554.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",70,63,75,6144,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H554.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",71,55,68,6144,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H554.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",7,46,58,6144,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H554.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",65,39,63,6144,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6144
"H232.mid",0,"",-1,,"",0,,,5088,"75|75|75|75|75","1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4","",1,96,5,5347
"H232.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",48,59,67,5347,"75|75|75|75|75","1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4","",1,96,5,5347
"H232.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",50,62,79,5347,"75|75|75|75|75","1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4","",1,96,5,5347
"H232.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",50,43,59,5347,"75|75|75|75|75","1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4","",1,96,5,5347
"H232.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,50,62,5347,"75|75|75|75|75","1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4|1/4|4/4|3/4","",1,96,5,5347
"H226.mid",0,"",-1,,"",0,,,9408,"120|120|120|120|120","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,10483
"H226.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,62,74,10483,"120|120|120|120|120","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,10483
"H226.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",69,57,67,10483,"120|120|120|120|120","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,10483
"H226.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",71,52,62,10483,"120|120|120|120|120","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,10483
"H226.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",68,43,57,10483,"120|120|120|120|120","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,10483
"H540.mid",0,"",-1,,"",0,,,6480,"60","2/4|3/4|2/4","",1,240,5,8400
"H540.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",52,62,78,8400,"60","2/4|3/4|2/4","",1,240,5,8400
"H540.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",50,59,71,8400,"60","2/4|3/4|2/4","",1,240,5,8400
"H540.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",51,50,62,8400,"60","2/4|3/4|2/4","",1,240,5,8400
"H540.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,43,59,8400,"60","2/4|3/4|2/4","",1,240,5,8400
"H230.mid",0,"",-1,,"",0,,,288,"120|120|120|120|120","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,7142
"H230.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",49,65,75,7142,"120|120|120|120|120","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,7142
"H230.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",45,60,68,7142,"120|120|120|120|120","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,7142
"H230.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",48,55,63,7142,"120|120|120|120|120","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,7142
"H230.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",46,46,58,7142,"120|120|120|120|120","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,7142
"H556.mid",0,"",-1,,"",0,,,1392,"80|120|80|120|80|120|80|120|80|120","2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4","",1,96,5,1728
"H556.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",28,60,77,1728,"80|120|80|120|80|120|80|120|80|120","2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4","",1,96,5,1728
"H556.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",27,57,70,1728,"80|120|80|120|80|120|80|120|80|120","2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4","",1,96,5,1728
"H556.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",26,48,62,1728,"80|120|80|120|80|120|80|120|80|120","2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4","",1,96,5,1728
"H556.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",26,41,55,1728,"80|120|80|120|80|120|80|120|80|120","2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4|2/4|7/4","",1,96,5,1728
"H542.mid",0,"",-1,,"",0,,,12960,"80","4/4|6/4|4/4","",1,240,5,16800
"H542.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,59,76,16800,"80","4/4|6/4|4/4","",1,240,5,16800
"H542.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,59,69,16800,"80","4/4|6/4|4/4","",1,240,5,16800
"H542.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",68,52,66,16800,"80","4/4|6/4|4/4","",1,240,5,16800
"H542.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",68,43,59,16800,"80","4/4|6/4|4/4","",1,240,5,16800
"H224.mid",0,"",-1,,"",0,,,96,"85|85|85|85|85","1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4","",1,96,5,5174
"H224.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",40,63,75,5174,"85|85|85|85|85","1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4","",1,96,5,5174
"H224.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",36,62,72,5174,"85|85|85|85|85","1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4","",1,96,5,5174
"H224.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",36,53,63,5174,"85|85|85|85|85","1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4","",1,96,5,5174
"H224.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",34,46,58,5174,"85|85|85|85|85","1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4|1/4|6/4","",1,96,5,5174
"H218.mid",0,"",-1,,"",0,,,0,"85|85|85|85|85","3/4|3/4|3/4|3/4|3/4","",1,96,5,2577
"H218.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",33,62,76,2577,"85|85|85|85|85","3/4|3/4|3/4|3/4|3/4","",1,96,5,2577
"H218.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",33,62,71,2577,"85|85|85|85|85","3/4|3/4|3/4|3/4|3/4","",1,96,5,2577
"H218.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",33,50,64,2577,"85|85|85|85|85","3/4|3/4|3/4|3/4|3/4","",1,96,5,2577
"H218.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",33,47,60,2577,"85|85|85|85|85","3/4|3/4|3/4|3/4|3/4","",1,96,5,2577
"H595.mid",0,"",-1,,"",0,,,0,"80","4/4","",1,240,5,24000
"H595.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",132,59,76,24000,"80","4/4","",1,240,5,24000
"H595.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",267,56,88,24000,"80","4/4","",1,240,5,24000
"H595.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",90,39,66,24000,"80","4/4","",1,240,5,24000
"H595.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",76,37,57,24000,"80","4/4","",1,240,5,24000
"H581.mid",0,"",-1,,"",0,,,2496,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,2880
"H581.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",45,65,75,2880,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,2880
"H581.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",43,62,67,2880,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,2880
"H581.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",44,53,63,2880,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,2880
"H581.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",44,45,60,2880,"60|60|60|60|60","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,2880
"H620.mid",0,"",-1,,"",0,,,40800,"180","3/2|4/2|3/2|4/2|3/2|4/2|3/2|4/2|3/2","",1,240,5,48480
"H620.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",73,62,74,48480,"180","3/2|4/2|3/2|4/2|3/2|4/2|3/2|4/2|3/2","",1,240,5,48480
"H620.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",53,59,67,48480,"180","3/2|4/2|3/2|4/2|3/2|4/2|3/2|4/2|3/2","",1,240,5,48480
"H620.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",54,52,64,48480,"180","3/2|4/2|3/2|4/2|3/2|4/2|3/2|4/2|3/2","",1,240,5,48480
"H620.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",53,42,57,48480,"180","3/2|4/2|3/2|4/2|3/2|4/2|3/2|4/2|3/2","",1,240,5,48480
"H146.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H146.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",55,62,74,9177,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H146.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",55,57,68,9177,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H146.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",50,54,64,9177,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H146.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",52,42,57,9177,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H87.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H87.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",34,63,76,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H87.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",32,59,71,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H87.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",30,54,64,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H87.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",33,45,59,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H93.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H93.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",45,62,74,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H93.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",44,59,67,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H93.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",46,52,62,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H93.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",44,43,55,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H152.mid",0,"",-1,,"",0,,,96,"100|100|100|100|100","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,9273
"H152.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,62,74,9273,"100|100|100|100|100","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,9273
"H152.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,57,67,9273,"100|100|100|100|100","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,9273
"H152.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",68,54,64,9273,"100|100|100|100|100","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,9273
"H152.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",68,43,55,9273,"100|100|100|100|100","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,9273
"H634.mid",0,"",-1,,"",0,,,59040,"109","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|3/4","",1,240,5,89280
"H634.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",245,60,77,89280,"109","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|3/4","",1,240,5,89280
